Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"METTLER TOLEDO družba za trgovino, storitve, uvoz in izvoz, d.o.o.","METTLER TOLEDO družba za trgovino, storitve, uvoz in izvoz, d.o.o.",,"Pot heroja Trtnika 26, 1261 Ljubljana - Dobrunje",", METTLER TOLEDO družba za trgovino, storitve, uvoz in izvoz, d.o.o."
"AHATSERVIS trgovina in storitve, d.o.o.","AHATSERVIS trgovina in storitve, d.o.o.",,"Bašelj 15 C, 4205 Preddvor",", AHATSERVIS trgovina in storitve, d.o.o."
"ŠPORTNI CENTER POHORJE gostinstvo, turizem, šport, kmetijstvo in gozdarstvo, trgovina, storitve d.o.o.-v stečaju","ŠPORTNI CENTER POHORJE gostinstvo, turizem, šport, kmetijstvo in gozdarstvo, trgovina, storitve d.o.o.-v stečaju",,"Mladinska ulica 29, 2000 Maribor",", ŠPORTNI CENTER POHORJE gostinstvo, turizem, šport, kmetijstvo in gozdarstvo, trgovina, storitve d.o.o.-v stečaju"
"DENTALEN - TERJAK, družba za zobozdravstveno dejavnost d.o.o.","DENTALEN - TERJAK, družba za zobozdravstveno dejavnost d.o.o.",,"Korbunova ulica 3, 2000 Maribor",", DENTALEN - TERJAK, družba za zobozdravstveno dejavnost d.o.o."
"DIAGNOSTIKA, gastroenterološki center, d.o.o.","DIAGNOSTIKA, gastroenterološki center, d.o.o.",,"Gosposvetska ulica 10 A, 4000 Kranj",", DIAGNOSTIKA, gastroenterološki center, d.o.o."
"BONIFIKA, podjetje za organizacijo izgradnje in gospodarjenje s športnimi, rekreacijskimi in gospodarskimi objekti, d.o.o.","BONIFIKA, podjetje za organizacijo izgradnje in gospodarjenje s športnimi, rekreacijskimi in gospodarskimi objekti, d.o.o.",,"Cesta Zore Perello-Godina 3, 6000 Koper - Capodistria",", BONIFIKA, podjetje za organizacijo izgradnje in gospodarjenje s športnimi, rekreacijskimi in gospodarskimi objekti, d.o.o."
"PRVI FAKTOR, faktoring družba, d.o.o.","PRVI FAKTOR, faktoring družba, d.o.o.",,"Slovenska cesta 17, 1000 Ljubljana",", PRVI FAKTOR, faktoring družba, d.o.o."
"KVIST, zdravstvo in storitve, d.o.o., Ilirska Bistrica","KVIST, zdravstvo in storitve, d.o.o., Ilirska Bistrica",,"Župančičeva ulica 5, 6250 Ilirska Bistrica",", KVIST, zdravstvo in storitve, d.o.o., Ilirska Bistrica"
ZOBOZDRAVSTVO DRGANC - ŠTORMAN d.o.o.,ZOBOZDRAVSTVO DRGANC - ŠTORMAN d.o.o.,,"Cesta krških žrtev 43, 8270 Krško",", ZOBOZDRAVSTVO DRGANC - ŠTORMAN d.o.o."
"ANDROMEDA, računalniški inženiring in trgovina, d.o.o.","ANDROMEDA, računalniški inženiring in trgovina, d.o.o.",,"Cesta v Zadobrovo 12, 3000 Celje",", ANDROMEDA, računalniški inženiring in trgovina, d.o.o."
"TRIGLAV SKLADI, družba za upravljanje, d.o.o.","TRIGLAV SKLADI, družba za upravljanje, d.o.o.",,"Slovenska cesta 54, 1000 Ljubljana",", TRIGLAV SKLADI, družba za upravljanje, d.o.o."
"DOM STAREJŠIH IDILA družba za storitve, svetovanje in trgovino d.o.o.","DOM STAREJŠIH IDILA družba za storitve, svetovanje in trgovino d.o.o.",,"Vukovski Dol 30, 2221 Jarenina",", DOM STAREJŠIH IDILA družba za storitve, svetovanje in trgovino d.o.o."
"JAVNI HOLDING LJUBLJANA, d.o.o., družba za izvajanje strokovnih in razvojnih nalog na področju gospodarskih javnih služb","JAVNI HOLDING LJUBLJANA, d.o.o., družba za izvajanje strokovnih in razvojnih nalog na področju gospodarskih javnih služb",,"Verovškova ulica 70, 1000 Ljubljana",", JAVNI HOLDING LJUBLJANA, d.o.o., družba za izvajanje strokovnih in razvojnih nalog na področju gospodarskih javnih služb"
INŠTITUT ZA KLINIČNO PSIHOLOGIJO IN PSIHOTERAPIJO d.o.o.,INŠTITUT ZA KLINIČNO PSIHOLOGIJO IN PSIHOTERAPIJO d.o.o.,,"Savlje 74 C, 1000 Ljubljana",", INŠTITUT ZA KLINIČNO PSIHOLOGIJO IN PSIHOTERAPIJO d.o.o."
ŠTAJERSKI TEHNOLOŠKI PARK d.o.o.,ŠTAJERSKI TEHNOLOŠKI PARK d.o.o.,,"Pesnica pri Mariboru 20 A, 2211 Pesnica pri Mariboru",", ŠTAJERSKI TEHNOLOŠKI PARK d.o.o."
ENDOMED Specialistični ambulantni diagnostični center d.o.o.,ENDOMED Specialistični ambulantni diagnostični center d.o.o.,,"Ipavčeva ulica 15, 3000 Celje",", ENDOMED Specialistični ambulantni diagnostični center d.o.o."
"ADRIAPLIN, Podjetje za distribucijo zemeljskega plina d.o.o. Ljubljana","ADRIAPLIN, Podjetje za distribucijo zemeljskega plina d.o.o. Ljubljana",,"Dunajska cesta 7, 1000 Ljubljana",", ADRIAPLIN, Podjetje za distribucijo zemeljskega plina d.o.o. Ljubljana"
"SŽ - Vleka in tehnika, d.o.o.","SŽ - Vleka in tehnika, d.o.o.",,"Zaloška cesta 217, 1000 Ljubljana",", SŽ - Vleka in tehnika, d.o.o."
"VITASAN, d.o.o., Zdravstvo in turizem, Izlake","VITASAN, d.o.o., Zdravstvo in turizem, Izlake",,"Podlipovica 43, 1411 Izlake",", VITASAN, d.o.o., Zdravstvo in turizem, Izlake"
"NEFRODIAL, nefrološka in dializna dejavnost, d.o.o.","NEFRODIAL, nefrološka in dializna dejavnost, d.o.o.",,"Dobrava 14, 3214 Zreče",", NEFRODIAL, nefrološka in dializna dejavnost, d.o.o."
"TUR SERVIS, turistična agencija, mladinski servis in oglaševanje d.o.o.","TUR SERVIS, turistična agencija, mladinski servis in oglaševanje d.o.o.",,"Cesta 4. maja 50, 1380 Cerknica",", TUR SERVIS, turistična agencija, mladinski servis in oglaševanje d.o.o."
"SNEŽNIK SINPO Proizvodnja, storitve in trgovina, d.o.o.","SNEŽNIK SINPO Proizvodnja, storitve in trgovina, d.o.o.",,"Kočevska Reka 1 A, 1338 Kočevska Reka",", SNEŽNIK SINPO Proizvodnja, storitve in trgovina, d.o.o."
"KADRING - kadrovsko in poslovno svetovanje, d.o.o.","KADRING - kadrovsko in poslovno svetovanje, d.o.o.",,"Trg svobode 26, 2310 Slovenska Bistrica",", KADRING - kadrovsko in poslovno svetovanje, d.o.o."
MESTNI PLINOVODI distribucija plina d.o.o.,MESTNI PLINOVODI distribucija plina d.o.o.,,"Kolodvorska cesta 2, 6000 Koper - Capodistria",", MESTNI PLINOVODI distribucija plina d.o.o."
"MEDICOVET, oskrba in varstvo živali, d.o.o.","MEDICOVET, oskrba in varstvo živali, d.o.o.",,"Kajuhova ulica 23, 4000 Kranj",", MEDICOVET, oskrba in varstvo živali, d.o.o."
"MARKELJ podjetje za trgovino in storitve, d.o.o.","MARKELJ podjetje za trgovino in storitve, d.o.o.",,"Ljubljanska cesta 16, 1295 Ivančna Gorica",", MARKELJ podjetje za trgovino in storitve, d.o.o."
"Remeda, Medicinski center Domžale, d.o.o.","Remeda, Medicinski center Domžale, d.o.o.",,"Depala vas 14 A, 1230 Domžale",", Remeda, Medicinski center Domžale, d.o.o."
MPOV storitve in trgovina d.o.o. Vinica,MPOV storitve in trgovina d.o.o. Vinica,,"Drenovec 28, 8344 Vinica",", MPOV storitve in trgovina d.o.o. Vinica"
POŠTA SLOVENIJE d.o.o.,POŠTA SLOVENIJE d.o.o.,,"Slomškov trg 10, 2000 Maribor",", POŠTA SLOVENIJE d.o.o."
"CATV MIKLAVŽ podjetje za vzdrževanje, izgradnjo, razvoj in projektiranje kabelskega sistema Miklavž d.o.o.","CATV MIKLAVŽ podjetje za vzdrževanje, izgradnjo, razvoj in projektiranje kabelskega sistema Miklavž d.o.o.",,"Nad izviri 6, 2204 Miklavž na Dravskem polju",", CATV MIKLAVŽ podjetje za vzdrževanje, izgradnjo, razvoj in projektiranje kabelskega sistema Miklavž d.o.o."
A. L. P. PECA podjetje za razvoj in trženje produktov Mežiške doline d.o.o.,A. L. P. PECA podjetje za razvoj in trženje produktov Mežiške doline d.o.o.,,"Prežihova ulica 17, 2390 Ravne na Koroškem",", A. L. P. PECA podjetje za razvoj in trženje produktov Mežiške doline d.o.o."
SRCE IN OŽILJE zdravstvena dejavnost in trgovina d.o.o.,SRCE IN OŽILJE zdravstvena dejavnost in trgovina d.o.o.,,"Krekova ulica 5, 2000 Maribor",", SRCE IN OŽILJE zdravstvena dejavnost in trgovina d.o.o."
"ABAKUS-MEDICO poslovne storitve, d.o.o.","ABAKUS-MEDICO poslovne storitve, d.o.o.",,"Partizanska cesta 10, 3250 Rogaška Slatina",", ABAKUS-MEDICO poslovne storitve, d.o.o."
"BSC, poslovno podporni center, d.o.o., Kranj","BSC, poslovno podporni center, d.o.o., Kranj",,"Cesta Staneta Žagarja 37, 4000 Kranj",", BSC, poslovno podporni center, d.o.o., Kranj"
ŠS storitveno podjetje d.o.o.,ŠS storitveno podjetje d.o.o.,,"Slovenska cesta 40, 1000 Ljubljana",", ŠS storitveno podjetje d.o.o."
"FIZIOTERAPIJA TRŠAN, fizioterapija in druge storitve, d.o.o.","FIZIOTERAPIJA TRŠAN, fizioterapija in druge storitve, d.o.o.",,"Pipanova cesta 51 C, 4208 Šenčur",", FIZIOTERAPIJA TRŠAN, fizioterapija in druge storitve, d.o.o."
"IATROS - DR. KOŠOROK d.o.o., zasebni medicinski center","IATROS - DR. KOŠOROK d.o.o., zasebni medicinski center",,"Parmova ulica 51, 1000 Ljubljana",", IATROS - DR. KOŠOROK d.o.o., zasebni medicinski center"
ŠALEŠKA VETERINA d.o.o.,ŠALEŠKA VETERINA d.o.o.,,"Cesta talcev 35, 3320 Velenje",", ŠALEŠKA VETERINA d.o.o."
VETERINARSTVO ŠENTJUR d.o.o. - v stečaju,VETERINARSTVO ŠENTJUR d.o.o. - v stečaju,,"Cesta Leona Dobrotinška 12, 3230 Šentjur",", VETERINARSTVO ŠENTJUR d.o.o. - v stečaju"
VETERINARSKI CENTER d.o.o.,VETERINARSKI CENTER d.o.o.,,"Trnoveljska cesta 1, 3000 Celje",", VETERINARSKI CENTER d.o.o."
"VETERINA MOZIRJE, d.o.o.","VETERINA MOZIRJE, d.o.o.",,"Cesta na Lepo njivo 10, 3330 Mozirje",", VETERINA MOZIRJE, d.o.o."
SAVINJSKA VETERINARSKA POSTAJA d.o.o.,SAVINJSKA VETERINARSKA POSTAJA d.o.o.,,"Celjska cesta 3 A, 3310 Žalec",", SAVINJSKA VETERINARSKA POSTAJA d.o.o."
"VETERINARSKA POSTAJA KONJICE d.o.o. Slovenske Konjice, Ob potoku 2/b","VETERINARSKA POSTAJA KONJICE d.o.o. Slovenske Konjice, Ob potoku 2/b",,"Ob potoku 2 B, 3210 Slovenske Konjice",", VETERINARSKA POSTAJA KONJICE d.o.o. Slovenske Konjice, Ob potoku 2/b"
"VETERINARSKA POSTAJA LAŠKO, d.o.o.","VETERINARSKA POSTAJA LAŠKO, d.o.o.",,"Marija Gradec 36 A, 3270 Laško",", VETERINARSKA POSTAJA LAŠKO, d.o.o."
"OPTIKA KAMELEON inženiring, trgovina in storitve d.o.o.","OPTIKA KAMELEON inženiring, trgovina in storitve d.o.o.",,"Slovenska ulica 17, 2000 Maribor",", OPTIKA KAMELEON inženiring, trgovina in storitve d.o.o."
KRI & ZA živinozdravniška ambulanta d.o.o.,KRI & ZA živinozdravniška ambulanta d.o.o.,,"Cirkovce 50, 2326 Cirkovce",", KRI & ZA živinozdravniška ambulanta d.o.o."
TEHNOLOŠKI PARK LJUBLJANA d.o.o.,TEHNOLOŠKI PARK LJUBLJANA d.o.o.,,"Tehnološki park 19, 1000 Ljubljana",", TEHNOLOŠKI PARK LJUBLJANA d.o.o."
VETERINARSKA AMBULANTA LJUBLJANA družba za veterinarstvo in storitve d.o.o.,VETERINARSKA AMBULANTA LJUBLJANA družba za veterinarstvo in storitve d.o.o.,,"Sneberska cesta 111, 1260 Ljubljana - Polje",", VETERINARSKA AMBULANTA LJUBLJANA družba za veterinarstvo in storitve d.o.o."
"SIMBIO, družba za ravnanje z odpadki d.o.o.","SIMBIO, družba za ravnanje z odpadki d.o.o.",,"Teharska cesta 49, 3000 Celje",", SIMBIO, družba za ravnanje z odpadki d.o.o."
"ENERGETIKA CELJE javno podjetje, d.o.o.","ENERGETIKA CELJE javno podjetje, d.o.o.",,"Smrekarjeva ulica 1, 3000 Celje",", ENERGETIKA CELJE javno podjetje, d.o.o."
"VODOVOD - KANALIZACIJA javno podjetje, d.o.o.","VODOVOD - KANALIZACIJA javno podjetje, d.o.o.",,"Lava 2 A, 3000 Celje",", VODOVOD - KANALIZACIJA javno podjetje, d.o.o."
SANABILIS podjetje za zdravstvene storitve in trgovino d.o.o.,SANABILIS podjetje za zdravstvene storitve in trgovino d.o.o.,,"Ulica heroja Bračiča 6, 2000 Maribor",", SANABILIS podjetje za zdravstvene storitve in trgovino d.o.o."
"KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.","KOMUNALA, javno podjetje, Kranjska Gora, d.o.o.",,"Spodnje Rute 50, 4282 Gozd Martuljek",", KOMUNALA, javno podjetje, Kranjska Gora, d.o.o."
"LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.","LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost.",,"Vojkovo nabrežje 38, 6000 Koper - Capodistria",", LUKA KOPER INPO - invalidsko podjetje, d.o.o., gradbeništvo, proizvodne in druge storitve v kopenskem in vodnem prometu, invalidska dejavnost."
"FS prevozi, storitve in trgovina, d.o.o., Žužemberk","FS prevozi, storitve in trgovina, d.o.o., Žužemberk",,"Grajski trg 15, 8360 Žužemberk",", FS prevozi, storitve in trgovina, d.o.o., Žužemberk"
RUDNIK SENOVO v zapiranju d.o.o. - v stečaju,RUDNIK SENOVO v zapiranju d.o.o. - v stečaju,,"Titova cesta 106, 8281 Senovo",", RUDNIK SENOVO v zapiranju d.o.o. - v stečaju"
"RUDNIK ZAGORJE V ZAPIRANJU d.o.o., Zagorje, Grajska 2-v likvidaciji","RUDNIK ZAGORJE V ZAPIRANJU d.o.o., Zagorje, Grajska 2-v likvidaciji",,"Grajska ulica 2, 1410 Zagorje ob Savi",", RUDNIK ZAGORJE V ZAPIRANJU d.o.o., Zagorje, Grajska 2-v likvidaciji"
"RTH, Rudnik Trbovlje-Hrastnik d.o.o.","RTH, Rudnik Trbovlje-Hrastnik d.o.o.",,"Trg revolucije 12, 1420 Trbovlje",", RTH, Rudnik Trbovlje-Hrastnik d.o.o."
"RUDNIK KANIŽARICA V ZAPIRANJU d.o.o., Črnomelj- v likvidaciji","RUDNIK KANIŽARICA V ZAPIRANJU d.o.o., Črnomelj- v likvidaciji",,"Kanižarica 41, 8340 Črnomelj",", RUDNIK KANIŽARICA V ZAPIRANJU d.o.o., Črnomelj- v likvidaciji"
"A.BIZJAK, zobna ambulanta - oralna kirurgija d.o.o.","A.BIZJAK, zobna ambulanta - oralna kirurgija d.o.o.",,"Prisoje 7, 6000 Koper - Capodistria",", A.BIZJAK, zobna ambulanta - oralna kirurgija d.o.o."
"SMUČARSKO TURISTIČNI CENTER STC STARI VRH, D.O.O.","SMUČARSKO TURISTIČNI CENTER STC STARI VRH, D.O.O.",,"Sv. Lenart 51, 4227 Selca",", SMUČARSKO TURISTIČNI CENTER STC STARI VRH, D.O.O."
"JOŽKO KRALJIČ proizvodnja, kmetijstvo, trgovina in storitve, d.o.o.","JOŽKO KRALJIČ proizvodnja, kmetijstvo, trgovina in storitve, d.o.o.",,"Golo 34, 1292 Ig",", JOŽKO KRALJIČ proizvodnja, kmetijstvo, trgovina in storitve, d.o.o."
TEMZA svetovanje s področja osebnosti in medsebojnih odnosov d.o.o.,TEMZA svetovanje s področja osebnosti in medsebojnih odnosov d.o.o.,,"Dunajska cesta 198, 1000 Ljubljana",", TEMZA svetovanje s področja osebnosti in medsebojnih odnosov d.o.o."
"SIJ ZIP CENTER podjetje za proizvodnjo, storitve, usposabljanje in zaposlovanje invalidov d.o.o.","SIJ ZIP CENTER podjetje za proizvodnjo, storitve, usposabljanje in zaposlovanje invalidov d.o.o.",,"Koroška cesta 14, 2390 Ravne na Koroškem",", SIJ ZIP CENTER podjetje za proizvodnjo, storitve, usposabljanje in zaposlovanje invalidov d.o.o."
"AVTENTA, napredne poslovne rešitve, d.o.o.","AVTENTA, napredne poslovne rešitve, d.o.o.",,"Stegne 19, 1000 Ljubljana",", AVTENTA, napredne poslovne rešitve, d.o.o."
"BIROTEHNA, servis in vzdrževanje računalniške in pisarniške opreme, d.o.o.","BIROTEHNA, servis in vzdrževanje računalniške in pisarniške opreme, d.o.o.",,"Litijska cesta 259, 1261 Ljubljana - Dobrunje",", BIROTEHNA, servis in vzdrževanje računalniške in pisarniške opreme, d.o.o."
"JEKO - IN, javno komunalno podjetje, d.o.o., Jesenice","JEKO - IN, javno komunalno podjetje, d.o.o., Jesenice",,"Cesta maršala Tita 51, 4270 Jesenice",", JEKO - IN, javno komunalno podjetje, d.o.o., Jesenice"
"FARMA Veterinarska ambulanta, d.o.o.","FARMA Veterinarska ambulanta, d.o.o.",,"Podlog v Savinjski dolini 55, 3311 Šempeter v Savinjski dolini",", FARMA Veterinarska ambulanta, d.o.o."
"SANIDENT storitveno podjetje, d.o.o.","SANIDENT storitveno podjetje, d.o.o.",,"Kovaška cesta 25 B, 3214 Zreče",", SANIDENT storitveno podjetje, d.o.o."
"PELHAN BOJAN DR.MED. Zasebna ordinacija za medicino dela, prometa in športa ter splošno medicino d.o.o.","PELHAN BOJAN DR.MED. Zasebna ordinacija za medicino dela, prometa in športa ter splošno medicino d.o.o.",,"Vrh Zelj 20, 5280 Idrija",", PELHAN BOJAN DR.MED. Zasebna ordinacija za medicino dela, prometa in športa ter splošno medicino d.o.o."
"E.D.T. SERVIS, vzdrževanje energetskih naprav in objektov, d.o.o.","E.D.T. SERVIS, vzdrževanje energetskih naprav in objektov, d.o.o.",,"Ulica Stare pošte 2, 6000 Koper - Capodistria",", E.D.T. SERVIS, vzdrževanje energetskih naprav in objektov, d.o.o."
"LUKA KOPER PRISTAN, gostinstvo d.o.o. Koper","LUKA KOPER PRISTAN, gostinstvo d.o.o. Koper",,"Vojkovo nabrežje 38, 6000 Koper - Capodistria",", LUKA KOPER PRISTAN, gostinstvo d.o.o. Koper"
"GOLF ARBORETUM športno trženje, gostinstvo, turizem, d.o.o.","GOLF ARBORETUM športno trženje, gostinstvo, turizem, d.o.o.",,"Volčji Potok 43 G, 1235 Radomlje",", GOLF ARBORETUM športno trženje, gostinstvo, turizem, d.o.o."
"OKULODENT zobozdravstvo, okulistika in prodaja optičnih pripomočkov d.o.o.","OKULODENT zobozdravstvo, okulistika in prodaja optičnih pripomočkov d.o.o.",,"Cesta na Žanej 1, 6276 Pobegi",", OKULODENT zobozdravstvo, okulistika in prodaja optičnih pripomočkov d.o.o."
"VOA Veterinarska obratna ambulanta d.o.o., Ihan","VOA Veterinarska obratna ambulanta d.o.o., Ihan",,"Breznikova cesta 89, 1230 Domžale",", VOA Veterinarska obratna ambulanta d.o.o., Ihan"
"VET.AM.JATA d.o.o., družba za veterinarstvo, Domžale, Slomškova 30","VET.AM.JATA d.o.o., družba za veterinarstvo, Domžale, Slomškova 30",,"Slomškova ulica 30, 1230 Domžale",", VET.AM.JATA d.o.o., družba za veterinarstvo, Domžale, Slomškova 30"
VETERINARSKA BOLNICA BREŽICE d.o.o.,VETERINARSKA BOLNICA BREŽICE d.o.o.,,"Prešernova cesta 17 A, 8250 Brežice",", VETERINARSKA BOLNICA BREŽICE d.o.o."
ŠANTL veterinarska ambulanta d.o.o.,ŠANTL veterinarska ambulanta d.o.o.,,"Bolehnečici 4 C, 9244 Sveti Jurij ob Ščavnici",", ŠANTL veterinarska ambulanta d.o.o."
VETERINARSKA POSTAJA BRESTANICA d.o.o.,VETERINARSKA POSTAJA BRESTANICA d.o.o.,,"Šolska cesta 15, 8280 Brestanica",", VETERINARSKA POSTAJA BRESTANICA d.o.o."
VETERINARSKA POSTAJA SEVNICA d.o.o.,VETERINARSKA POSTAJA SEVNICA d.o.o.,,"Cesta na grad 14 A, 8290 Sevnica",", VETERINARSKA POSTAJA SEVNICA d.o.o."
JAVNO KOMUNALNO PODJETJE BREZOVICA d.o.o.,JAVNO KOMUNALNO PODJETJE BREZOVICA d.o.o.,,"Kamnik pod Krimom 6, 1352 Preserje",", JAVNO KOMUNALNO PODJETJE BREZOVICA d.o.o."
"DR. ČOK DENTAL, zobozdravstvo, d.o.o. Portorož, Cesta solinarjev 1","DR. ČOK DENTAL, zobozdravstvo, d.o.o. Portorož, Cesta solinarjev 1",,"Cesta solinarjev 1, 6320 Portorož - Portorose",", DR. ČOK DENTAL, zobozdravstvo, d.o.o. Portorož, Cesta solinarjev 1"
MZ VET družba za veterinarske in druge storitve ter trgovino d.o.o.,MZ VET družba za veterinarske in druge storitve ter trgovino d.o.o.,,"Pesnica pri Mariboru 21 A, 2211 Pesnica pri Mariboru",", MZ VET družba za veterinarske in druge storitve ter trgovino d.o.o."
"AVTOTEHNA VIS IN KOSEC trgovska družba za prodajo in servisiranje vozil, d.o.o.","AVTOTEHNA VIS IN KOSEC trgovska družba za prodajo in servisiranje vozil, d.o.o.",,"Kamniška cesta 19, 1230 Domžale",", AVTOTEHNA VIS IN KOSEC trgovska družba za prodajo in servisiranje vozil, d.o.o."
"VETERINARSKA PRAKSA TENETIŠE, D.O.O.","VETERINARSKA PRAKSA TENETIŠE, D.O.O.",,"Tenetiše 80, 4204 Golnik",", VETERINARSKA PRAKSA TENETIŠE, D.O.O."
"PROSPERA PLUS družba za opravljanje gostinske in turistične dejavnosti, d.o.o., Ljubljana","PROSPERA PLUS družba za opravljanje gostinske in turistične dejavnosti, d.o.o., Ljubljana",,"Šmartinska cesta 132, 1000 Ljubljana",", PROSPERA PLUS družba za opravljanje gostinske in turistične dejavnosti, d.o.o., Ljubljana"
"FMR PLUS fizikalna medicina in rehabilitacija d.o.o., Ljubljana","FMR PLUS fizikalna medicina in rehabilitacija d.o.o., Ljubljana",,"Dunajska cesta 186, 1000 Ljubljana",", FMR PLUS fizikalna medicina in rehabilitacija d.o.o., Ljubljana"
"MEDI CENTER zdravstveni center, d.o.o.","MEDI CENTER zdravstveni center, d.o.o.",,"Topniška ulica 4, 1000 Ljubljana",", MEDI CENTER zdravstveni center, d.o.o."
Zdravstveni center LORENA d.o.o,Zdravstveni center LORENA d.o.o,,"Cesta Ceneta Štuparja 2 A, 1231 Ljubljana - Črnuče",", Zdravstveni center LORENA d.o.o"
REGIONALNA RAZVOJNA AGENCIJA MURA d.o.o. - V STEČAJU,REGIONALNA RAZVOJNA AGENCIJA MURA d.o.o. - V STEČAJU,,"Lendavska ulica 5 A, 9000 Murska Sobota",", REGIONALNA RAZVOJNA AGENCIJA MURA d.o.o. - V STEČAJU"
VETERINARSKA BOLNICA PTUJ D.O.O.,VETERINARSKA BOLNICA PTUJ D.O.O.,,"Ormoška cesta 28, 2250 Ptuj",", VETERINARSKA BOLNICA PTUJ D.O.O."
VETERINARSKA POSTAJA ORMOŽ D.O.O.,VETERINARSKA POSTAJA ORMOŽ D.O.O.,,"Ljutomerska cesta 25, 2270 Ormož",", VETERINARSKA POSTAJA ORMOŽ D.O.O."
VETERINARSKI DOM DOMŽALE d.o.o.,VETERINARSKI DOM DOMŽALE d.o.o.,,"Ihanska cesta 19 A, 1230 Domžale",", VETERINARSKI DOM DOMŽALE d.o.o."
VETERINA DOBRO-GROSUPLJE d.o.o.,VETERINA DOBRO-GROSUPLJE d.o.o.,,"Ljubljanska cesta 2 B, 1295 Ivančna Gorica",", VETERINA DOBRO-GROSUPLJE d.o.o."
VETERINARSKA POSTAJA KOČEVJE d.o.o.,VETERINARSKA POSTAJA KOČEVJE d.o.o.,,"Roška cesta 4, 1330 Kočevje",", VETERINARSKA POSTAJA KOČEVJE d.o.o."
VETERINA KAMNIK d.o.o.,VETERINA KAMNIK d.o.o.,,"Perovo 20, 1241 Kamnik",", VETERINA KAMNIK d.o.o."
VETERINARSKA POSTAJA LITIJA d.o.o.,VETERINARSKA POSTAJA LITIJA d.o.o.,,"Ježa 12, 1270 Litija",", VETERINARSKA POSTAJA LITIJA d.o.o."
VETERINARSKA POSTAJA CERKNICA d.o.o.,VETERINARSKA POSTAJA CERKNICA d.o.o.,,"Gerbičeva ulica 39, 1380 Cerknica",", VETERINARSKA POSTAJA CERKNICA d.o.o."
"VETERINARSKA POSTAJA LJUBLJANA d.o.o. Cesta v Mestni log 51/A, Ljubljana","VETERINARSKA POSTAJA LJUBLJANA d.o.o. Cesta v Mestni log 51/A, Ljubljana",,"Cesta v Mestni log 51 A, 1000 Ljubljana",", VETERINARSKA POSTAJA LJUBLJANA d.o.o. Cesta v Mestni log 51/A, Ljubljana"
"ESPOIR storitve in trgovina, d.o.o.","ESPOIR storitve in trgovina, d.o.o.",,"Dunajska cesta 59, 1000 Ljubljana",", ESPOIR storitve in trgovina, d.o.o."
"CENTERKONTURA družba za svetovanje, socialni razvoj, usposabljanje in založništvo, d.o.o., Ljubljana","CENTERKONTURA družba za svetovanje, socialni razvoj, usposabljanje in založništvo, d.o.o., Ljubljana",,"Linhartova cesta 51, 1000 Ljubljana",", CENTERKONTURA družba za svetovanje, socialni razvoj, usposabljanje in založništvo, d.o.o., Ljubljana"
KIRURŠKI SANATORIJ ROŽNA DOLINA d.o.o.,KIRURŠKI SANATORIJ ROŽNA DOLINA d.o.o.,,"Rožna dolina, cesta IV 45, 1000 Ljubljana",", KIRURŠKI SANATORIJ ROŽNA DOLINA d.o.o."
"JAVNO PODJETJE DOM NAZARJE, podjetje za oskrbo z energijo in vodo ter upravljanje z nepremičninami, d.o.o. - v stečaju","JAVNO PODJETJE DOM NAZARJE, podjetje za oskrbo z energijo in vodo ter upravljanje z nepremičninami, d.o.o. - v stečaju",,"Savinjska cesta 4, 3331 Nazarje",", JAVNO PODJETJE DOM NAZARJE, podjetje za oskrbo z energijo in vodo ter upravljanje z nepremičninami, d.o.o. - v stečaju"
VETERINARSKA POSTAJA VRHNIKA d.o.o.,VETERINARSKA POSTAJA VRHNIKA d.o.o.,,"Pot v Močilnik 17, 1360 Vrhnika",", VETERINARSKA POSTAJA VRHNIKA d.o.o."
VETERINARSKA POSTAJA RIBNICA d.o.o.,VETERINARSKA POSTAJA RIBNICA d.o.o.,,"Lepovče 4, 1310 Ribnica",", VETERINARSKA POSTAJA RIBNICA d.o.o."
"STANOVANJSKO PODJETJE KONJICE, družba za upravljanje nepremičnin, investicijski inženiring ter proizvodnjo in distribucijo toplotne energije, d.o.o.","STANOVANJSKO PODJETJE KONJICE, družba za upravljanje nepremičnin, investicijski inženiring ter proizvodnjo in distribucijo toplotne energije, d.o.o.",,"Mestni trg 12, 3210 Slovenske Konjice",", STANOVANJSKO PODJETJE KONJICE, družba za upravljanje nepremičnin, investicijski inženiring ter proizvodnjo in distribucijo toplotne energije, d.o.o."
REGIONALNI CENTER ZA RAZVOJ d.o.o.,REGIONALNI CENTER ZA RAZVOJ d.o.o.,,"Podvine 36, 1410 Zagorje ob Savi",", REGIONALNI CENTER ZA RAZVOJ d.o.o."
"Triglav Avtoservis, družba za storitve in trgovino, d.o.o.","Triglav Avtoservis, družba za storitve in trgovino, d.o.o.",,"Verovškova ulica 60 B, 1000 Ljubljana",", Triglav Avtoservis, družba za storitve in trgovino, d.o.o."
