Ime,Prikazano ime,Glavna e-pošta:,Naslov v službi,Organizacija
"ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA ZVONKO ROMOZI, DR. DENT. MED.","ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA ZVONKO ROMOZI, DR. DENT. MED.",,"Goliev trg 3, 8210 Trebnje",", ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA ZVONKO ROMOZI, DR. DENT. MED."
"AMBULANTA SPLOŠNE MEDICINE JURE BIĆANIĆ, DR. MED., SPEC. SPL. MED.","AMBULANTA SPLOŠNE MEDICINE JURE BIĆANIĆ, DR. MED., SPEC. SPL. MED.",,"Kovaška cesta 22, 3214 Zreče",", AMBULANTA SPLOŠNE MEDICINE JURE BIĆANIĆ, DR. MED., SPEC. SPL. MED."
ZASEBNA AMBULANTA TATJANA TISOVIC RUS DR. MED.,ZASEBNA AMBULANTA TATJANA TISOVIC RUS DR. MED.,,"Kovaška cesta 22, 3214 Zreče",", ZASEBNA AMBULANTA TATJANA TISOVIC RUS DR. MED."
"ZASEBNA SPLOŠNA ORDINACIJA MARJAN BERGINC, DR. MED.","ZASEBNA SPLOŠNA ORDINACIJA MARJAN BERGINC, DR. MED.",,"Mestni trg 17, 3210 Slovenske Konjice",", ZASEBNA SPLOŠNA ORDINACIJA MARJAN BERGINC, DR. MED."
ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA KREMAR - POLENEK JOŽICA,ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA KREMAR - POLENEK JOŽICA,,"Kovaška cesta 22, 3214 Zreče",", ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA KREMAR - POLENEK JOŽICA"
ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA SILVA VODOVNIK,ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA SILVA VODOVNIK,,"Kovaška cesta 22, 3214 Zreče",", ZASEBNA PATRONAŽNA DEJAVNOST IN ZDRAVSTVENA NEGA SILVA VODOVNIK"
INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI,INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI,,"Kongresni trg 12, 1000 Ljubljana",", INOVACIJSKO-RAZVOJNI INŠTITUT UNIVERZE V LJUBLJANI"
ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA,ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA,,"Glavarjeva cesta 104, 1218 Komenda",", ZAVOD MEDGENERACIJSKO SREDIŠČE KOMENDA"
SOCIALNO VARSTVENI ZAVOD TABER,SOCIALNO VARSTVENI ZAVOD TABER,,"Trg Davorina Jenka 13, 4207 Cerklje na Gorenjskem",", SOCIALNO VARSTVENI ZAVOD TABER"
"PATRONAŽA IN ZDRAVSTVENA NEGA ZDENKA KERNULC, dipl.med.ses.","PATRONAŽA IN ZDRAVSTVENA NEGA ZDENKA KERNULC, dipl.med.ses.",,"Dalmatinova ulica 13, 8250 Brežice",", PATRONAŽA IN ZDRAVSTVENA NEGA ZDENKA KERNULC, dipl.med.ses."
"PATRONAŽA IN ZDRAVSTVENA NEGA BARBARA CEMIČ OSTRELIČ, dms","PATRONAŽA IN ZDRAVSTVENA NEGA BARBARA CEMIČ OSTRELIČ, dms",,"Veliki Podlog 20, 8273 Leskovec pri Krškem",", PATRONAŽA IN ZDRAVSTVENA NEGA BARBARA CEMIČ OSTRELIČ, dms"
"ZASEBNA ZOBNA AMBULANTA VERŽEJ, ALENKA VIDOVIČ dr. dent.med.","ZASEBNA ZOBNA AMBULANTA VERŽEJ, ALENKA VIDOVIČ dr. dent.med.",,"Maistrova ulica 7, 9241 Veržej",", ZASEBNA ZOBNA AMBULANTA VERŽEJ, ALENKA VIDOVIČ dr. dent.med."
"""ŽIVA"" - AMBULANTA SPLOŠNE MEDICINE DEAN KÖVEŠ, dr. med. spec. spl. med.","""ŽIVA"" - AMBULANTA SPLOŠNE MEDICINE DEAN KÖVEŠ, dr. med. spec. spl. med.",,"Tišina 1, 9251 Tišina",", ""ŽIVA"" - AMBULANTA SPLOŠNE MEDICINE DEAN KÖVEŠ, dr. med. spec. spl. med."
"ZASEBNA AMBULANTA MARJETA MAROŠA MEOLIC, dr. med., spec. pediater","ZASEBNA AMBULANTA MARJETA MAROŠA MEOLIC, dr. med., spec. pediater",,"Ulica Zorana Velnarja 2, 9000 Murska Sobota",", ZASEBNA AMBULANTA MARJETA MAROŠA MEOLIC, dr. med., spec. pediater"
"ZASEBNA ZOBNA AMBULANTA - ALEKSANDRA ŠRAMEL, DR. DENT. MED.","ZASEBNA ZOBNA AMBULANTA - ALEKSANDRA ŠRAMEL, DR. DENT. MED.",,"Rogaška cesta 21, 3240 Šmarje pri Jelšah",", ZASEBNA ZOBNA AMBULANTA - ALEKSANDRA ŠRAMEL, DR. DENT. MED."
"TRČEK MOJCA, DMS, PATRONAŽNO VARSTVO IN ZDRAVSTVENA NEGA BOLNIKOV NA DOMU","TRČEK MOJCA, DMS, PATRONAŽNO VARSTVO IN ZDRAVSTVENA NEGA BOLNIKOV NA DOMU",,"Trg svobode 9, 4226 Žiri",", TRČEK MOJCA, DMS, PATRONAŽNO VARSTVO IN ZDRAVSTVENA NEGA BOLNIKOV NA DOMU"
ALENKA IVANČIČ dr. dent. med. ZASEBNA ZOBNA ORDINACIJA,ALENKA IVANČIČ dr. dent. med. ZASEBNA ZOBNA ORDINACIJA,,"Komenskega ulica 19, 1000 Ljubljana",", ALENKA IVANČIČ dr. dent. med. ZASEBNA ZOBNA ORDINACIJA"
"URBANČIČ POLONCA, DR. DENT. MED. ZOBOZDRAVSTVO","URBANČIČ POLONCA, DR. DENT. MED. ZOBOZDRAVSTVO",,"Petkova ulica 16, 1231 Ljubljana - Črnuče",", URBANČIČ POLONCA, DR. DENT. MED. ZOBOZDRAVSTVO"
"TINA MODREJ ZADNIKAR, dr. med. adm AMBULANTA DRUŽINSKE MEDICINE","TINA MODREJ ZADNIKAR, dr. med. adm AMBULANTA DRUŽINSKE MEDICINE",,"Prijateljeva ulica 2, 1000 Ljubljana",", TINA MODREJ ZADNIKAR, dr. med. adm AMBULANTA DRUŽINSKE MEDICINE"
"BLAŽ KNEZ, dr. dent. med., ZOBNA ORDINACIJA","BLAŽ KNEZ, dr. dent. med., ZOBNA ORDINACIJA",,"Prečna ulica 2, 6230 Postojna",", BLAŽ KNEZ, dr. dent. med., ZOBNA ORDINACIJA"
"PATRONAŽNO VARSTVO VLASTA FEMC, DIPL. MED. SESTRA","PATRONAŽNO VARSTVO VLASTA FEMC, DIPL. MED. SESTRA",,"Muhaber 70, 8000 Novo mesto",", PATRONAŽNO VARSTVO VLASTA FEMC, DIPL. MED. SESTRA"
"ZOBNA ORDINACIJA RODOŠEK, BOJANA RODOŠEK , dr. dent. med.","ZOBNA ORDINACIJA RODOŠEK, BOJANA RODOŠEK , dr. dent. med.",,"Tolstojeva ulica 3, 2000 Maribor",", ZOBNA ORDINACIJA RODOŠEK, BOJANA RODOŠEK , dr. dent. med."
KOVAČIČ MAJA DDM ZASEBNA ZOBNA ORDINACIJA,KOVAČIČ MAJA DDM ZASEBNA ZOBNA ORDINACIJA,,"Kogovškova ulica 1, 1000 Ljubljana",", KOVAČIČ MAJA DDM ZASEBNA ZOBNA ORDINACIJA"
DINA ŠKRBINC DR. DENT. MED. - ZOBOZDRAVSTVENA ORDINACIJA,DINA ŠKRBINC DR. DENT. MED. - ZOBOZDRAVSTVENA ORDINACIJA,,"Mirje 2, 1000 Ljubljana",", DINA ŠKRBINC DR. DENT. MED. - ZOBOZDRAVSTVENA ORDINACIJA"
"ŽARGI JURIJ, dr. dent. med. ZOBOZDRAVSTVENA ORDINACIJA BEŽIGRAJSKI DVOR","ŽARGI JURIJ, dr. dent. med. ZOBOZDRAVSTVENA ORDINACIJA BEŽIGRAJSKI DVOR",,"Peričeva ulica 31, 1000 Ljubljana",", ŽARGI JURIJ, dr. dent. med. ZOBOZDRAVSTVENA ORDINACIJA BEŽIGRAJSKI DVOR"
DERMASTJA DESISLAVA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,DERMASTJA DESISLAVA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,,"Cesta Ljubljanske brigade 23, 1000 Ljubljana",", DERMASTJA DESISLAVA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
"TANJA NEDELJKOVIĆ, DR.DENT.MED., - ZASEBNA ZOBNA ORDINACIJA","TANJA NEDELJKOVIĆ, DR.DENT.MED., - ZASEBNA ZOBNA ORDINACIJA",,"Tovarniška cesta 2 B, 5270 Ajdovščina",", TANJA NEDELJKOVIĆ, DR.DENT.MED., - ZASEBNA ZOBNA ORDINACIJA"
ZOBNA AMBULANTA FURLAN FAJFAR MOJCA DR. DENT. MED.,ZOBNA AMBULANTA FURLAN FAJFAR MOJCA DR. DENT. MED.,,"Gosposvetska ulica 8, 4000 Kranj",", ZOBNA AMBULANTA FURLAN FAJFAR MOJCA DR. DENT. MED."
ZOBOZDRAVSTVENA ORDINACIJA NIELS UDIR DR.DENT.MED.,ZOBOZDRAVSTVENA ORDINACIJA NIELS UDIR DR.DENT.MED.,,"Belska cesta 42, 4205 Preddvor",", ZOBOZDRAVSTVENA ORDINACIJA NIELS UDIR DR.DENT.MED."
"ZOBOZDRAVSTVENA ORDINACIJA ZEVNIK, ZEVNIK KRIŠTOF, DR. DENT. MED.","ZOBOZDRAVSTVENA ORDINACIJA ZEVNIK, ZEVNIK KRIŠTOF, DR. DENT. MED.",,"Banija 4, 1292 Ig",", ZOBOZDRAVSTVENA ORDINACIJA ZEVNIK, ZEVNIK KRIŠTOF, DR. DENT. MED."
GERONTOLOŠKA IN SPLOŠNA AMBULANTA POLONCA VOBOVNIK GROBELNIK,GERONTOLOŠKA IN SPLOŠNA AMBULANTA POLONCA VOBOVNIK GROBELNIK,,"Železnikova ulica 4, 2000 Maribor",", GERONTOLOŠKA IN SPLOŠNA AMBULANTA POLONCA VOBOVNIK GROBELNIK"
"ZOBNA AMBULANTA BREZJE, SABINA AJDNIK, DR. DENT. MED.","ZOBNA AMBULANTA BREZJE, SABINA AJDNIK, DR. DENT. MED.",,"Na trati 2, 2000 Maribor",", ZOBNA AMBULANTA BREZJE, SABINA AJDNIK, DR. DENT. MED."
"MAJDA KREPFL-LEVA, DIPL.MED.SES., PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO","MAJDA KREPFL-LEVA, DIPL.MED.SES., PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO",,"Orehova cesta 26, 2312 Orehova vas",", MAJDA KREPFL-LEVA, DIPL.MED.SES., PATRONAŽA, ZDRAVSTVENA NEGA IN BABIŠTVO"
"TRUDEN ANDREJKA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS","TRUDEN ANDREJKA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS",,"Ulica bratov Babnik 10, 1000 Ljubljana",", TRUDEN ANDREJKA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS"
"ZORIČ HOMAN ALEKSANDRA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS","ZORIČ HOMAN ALEKSANDRA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS",,"Ulica bratov Babnik 10, 1000 Ljubljana",", ZORIČ HOMAN ALEKSANDRA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS"
"GROZNIK MATEVŽ, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA, ZASEBNI ZOBOZDRAVNIK","GROZNIK MATEVŽ, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA, ZASEBNI ZOBOZDRAVNIK",,"Savska cesta 10, 1000 Ljubljana",", GROZNIK MATEVŽ, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA, ZASEBNI ZOBOZDRAVNIK"
ZASEBNA ZOBNA AMBULANTA KIRIL KORNAKOV DR.DENT.MED.,ZASEBNA ZOBNA AMBULANTA KIRIL KORNAKOV DR.DENT.MED.,,"Ulica dr. Vrbnjaka 1, 9000 Murska Sobota",", ZASEBNA ZOBNA AMBULANTA KIRIL KORNAKOV DR.DENT.MED."
LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK,LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK,,"Zgornja Hajdina 44 A, 2288 Hajdina",", LEKARNA PRI SV. MARTINU METODA MEŠKO ŽITNIK"
"DENTALNI ATELJE MATIJA BRVAR, DR. DENT. MED.","DENTALNI ATELJE MATIJA BRVAR, DR. DENT. MED.",,"Tomšičeva ulica 23, 2000 Maribor",", DENTALNI ATELJE MATIJA BRVAR, DR. DENT. MED."
"LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC.","LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC.",,"Banija 4, 1292 Ig",", LEKARNA IG, MAG. SIMONA VUČKO MOLE, MAG. FARM., SPEC."
JAVŠNIK KAREL - ZOBNA AMBULANTA,JAVŠNIK KAREL - ZOBNA AMBULANTA,,"Škofja vas 30 K, 3211 Škofja vas",", JAVŠNIK KAREL - ZOBNA AMBULANTA"
BRANKO KALAN - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,BRANKO KALAN - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI,,"Okroglo 11, 4202 Naklo",", BRANKO KALAN - NOSILEC DOPOLNILNE DEJAVNOSTI NA KMETIJI"
ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA SERGEJ OLUJIĆ,ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA SERGEJ OLUJIĆ,,"Litijska cesta 38, 1000 Ljubljana",", ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA SERGEJ OLUJIĆ"
"LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm.","LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm.",,"Otoška cesta 5, 8000 Novo mesto",", LEKARNA MAČKOVEC Sabina Repše Šturm, mag. farm."
"ZASEBNA ZOBNA AMBULANTA ALBINA ŽIŽEK, DR. DENT. MED.","ZASEBNA ZOBNA AMBULANTA ALBINA ŽIŽEK, DR. DENT. MED.",,"Destrnik 9, 2253 Destrnik",", ZASEBNA ZOBNA AMBULANTA ALBINA ŽIŽEK, DR. DENT. MED."
SPLOŠNA MEDICINA STANISLAV OSTANEK DR. MED.SPEC.,SPLOŠNA MEDICINA STANISLAV OSTANEK DR. MED.SPEC.,,"Banija 4, 1292 Ig",", SPLOŠNA MEDICINA STANISLAV OSTANEK DR. MED.SPEC."
"POTOČNIK ŠPELA, dr. dent. med. ZASEBNA ZOBNA ORDINACIJA","POTOČNIK ŠPELA, dr. dent. med. ZASEBNA ZOBNA ORDINACIJA",,"Dolsko 55, 1262 Dol pri Ljubljani",", POTOČNIK ŠPELA, dr. dent. med. ZASEBNA ZOBNA ORDINACIJA"
PRIMOŽ KUS - AMBULANTA DRUŽINSKE MEDICINE,PRIMOŽ KUS - AMBULANTA DRUŽINSKE MEDICINE,,"Prijateljeva ulica 2, 1000 Ljubljana",", PRIMOŽ KUS - AMBULANTA DRUŽINSKE MEDICINE"
PEDIATRIJA HELENA MOLE,PEDIATRIJA HELENA MOLE,,"Cesta v Mestni log 55, 1000 Ljubljana",", PEDIATRIJA HELENA MOLE"
Zasebna patronažna dejavnost Nataša Ljubec dipl. m. s.,Zasebna patronažna dejavnost Nataša Ljubec dipl. m. s.,,"Vintarovci 26 B, 2253 Destrnik",", Zasebna patronažna dejavnost Nataša Ljubec dipl. m. s."
Sabrina Bušat dr. med. spec. - zasebna ginekološka ordinacija Amber,Sabrina Bušat dr. med. spec. - zasebna ginekološka ordinacija Amber,,"Cesta proletarskih brigad 71, 2000 Maribor",", Sabrina Bušat dr. med. spec. - zasebna ginekološka ordinacija Amber"
"SAŠO HRIBAR, dr. dent. med. - ZASEBNA ZOBNA AMBULANTA","SAŠO HRIBAR, dr. dent. med. - ZASEBNA ZOBNA AMBULANTA",,"Prešernova ulica 6, 3310 Žalec",", SAŠO HRIBAR, dr. dent. med. - ZASEBNA ZOBNA AMBULANTA"
SILVA PETERCA - ZASEBNA VZGOJITELJICA,SILVA PETERCA - ZASEBNA VZGOJITELJICA,,"Dolsko 94 A, 1262 Dol pri Ljubljani",", SILVA PETERCA - ZASEBNA VZGOJITELJICA"
ZASEBNA ZOBNA ORDINACIJA DENTI MARJAN JOŽEF DR. DENT. MED.,ZASEBNA ZOBNA ORDINACIJA DENTI MARJAN JOŽEF DR. DENT. MED.,,"Kandijska cesta 4, 8000 Novo mesto",", ZASEBNA ZOBNA ORDINACIJA DENTI MARJAN JOŽEF DR. DENT. MED."
"Zasebna ginekološka ordinacija ZOLTAN STJEPAN MILETA, dr. med. spec. ginekologije in porodništva","Zasebna ginekološka ordinacija ZOLTAN STJEPAN MILETA, dr. med. spec. ginekologije in porodništva",,"Lavričeva ulica 1, 2000 Maribor",", Zasebna ginekološka ordinacija ZOLTAN STJEPAN MILETA, dr. med. spec. ginekologije in porodništva"
MaeDENTIS Nevena Josipović dr.dent.med.,MaeDENTIS Nevena Josipović dr.dent.med.,,"Dvořakova ulica 10, 2000 Maribor",", MaeDENTIS Nevena Josipović dr.dent.med."
DOMEN GROS - ZASEBNI ZOBOZDRAVNIK,DOMEN GROS - ZASEBNI ZOBOZDRAVNIK,,"Ulica OF 8, 1433 Radeče",", DOMEN GROS - ZASEBNI ZOBOZDRAVNIK"
"ZOBNA ORDINACIJA META ČESNIK, DR. DENT. MED.","ZOBNA ORDINACIJA META ČESNIK, DR. DENT. MED.",,"Kolodvorska cesta 24, 6257 Pivka",", ZOBNA ORDINACIJA META ČESNIK, DR. DENT. MED."
"ZASEBNA AMBULANTA DRUŽINSKE MEDICINE IRENA VESTER, DR. MED., SPEC. DRUŽ. MED.","ZASEBNA AMBULANTA DRUŽINSKE MEDICINE IRENA VESTER, DR. MED., SPEC. DRUŽ. MED.",,"Šmarjeta 66, 8220 Šmarješke Toplice",", ZASEBNA AMBULANTA DRUŽINSKE MEDICINE IRENA VESTER, DR. MED., SPEC. DRUŽ. MED."
"TAJA DULAR POTOČAR, dr. dent. med., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA","TAJA DULAR POTOČAR, dr. dent. med., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",,"Aljaževa ulica 9, 1234 Mengeš",", TAJA DULAR POTOČAR, dr. dent. med., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA"
TOMAŽ LUKANOVIĆ - ZOBOZDRAVNIK,TOMAŽ LUKANOVIĆ - ZOBOZDRAVNIK,,"Ulica bratov Učakar 64, 1000 Ljubljana",", TOMAŽ LUKANOVIĆ - ZOBOZDRAVNIK"
"MELANIJA NIKIĆ GAČEŠA - ZASEBNA ZDRAVNICA, AMBULANTA DRUŽINSKE MEDICINE","MELANIJA NIKIĆ GAČEŠA - ZASEBNA ZDRAVNICA, AMBULANTA DRUŽINSKE MEDICINE",,"Zoranina ulica 3, 1234 Mengeš",", MELANIJA NIKIĆ GAČEŠA - ZASEBNA ZDRAVNICA, AMBULANTA DRUŽINSKE MEDICINE"
"ZASEBNA ZOBNA ORDINACIJA Nadja Judež, dr.dent.med.","ZASEBNA ZOBNA ORDINACIJA Nadja Judež, dr.dent.med.",,"Šmarjeta 66, 8220 Šmarješke Toplice",", ZASEBNA ZOBNA ORDINACIJA Nadja Judež, dr.dent.med."
"LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm.","LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm.",,"Glavni trg 21, 4000 Kranj",", LEKARNA PRI KRANJSKEM ORLU, JANEZ ERČULJ mag. farm."
"VETERINARSKA AMBULANTA MEDICUS, BLAŽ GAŠPERLIN S.P.","VETERINARSKA AMBULANTA MEDICUS, BLAŽ GAŠPERLIN S.P.",,"Sajovčevo naselje 46, 4208 Šenčur",", VETERINARSKA AMBULANTA MEDICUS, BLAŽ GAŠPERLIN S.P."
"ZDRAVJE - DRUŽINSKA MEDICINA, IVAN URBANC, s.p.","ZDRAVJE - DRUŽINSKA MEDICINA, IVAN URBANC, s.p.",,"Florjan 165 C, 3325 Šoštanj",", ZDRAVJE - DRUŽINSKA MEDICINA, IVAN URBANC, s.p."
"MELI CENTER REPČE, trgovina in storitve d.o.o.","MELI CENTER REPČE, trgovina in storitve d.o.o.",,"Repče 10, 8210 Trebnje",", MELI CENTER REPČE, trgovina in storitve d.o.o."
"TRGOVINA IN STORITVE, FRANC DUH, S.P.","TRGOVINA IN STORITVE, FRANC DUH, S.P.",,"Pogled 1, 9253 Apače",", TRGOVINA IN STORITVE, FRANC DUH, S.P."
"DIMNIKARSTVO, SERVIS IN MONTAŽA, KLIMATIZACIJA - ENERGETIKA PEČNIK GAŠPER PEČNIK S.P., P.P. 181","DIMNIKARSTVO, SERVIS IN MONTAŽA, KLIMATIZACIJA - ENERGETIKA PEČNIK GAŠPER PEČNIK S.P., P.P. 181",,"Kidričeva cesta 2 A, 3320 Velenje",", DIMNIKARSTVO, SERVIS IN MONTAŽA, KLIMATIZACIJA - ENERGETIKA PEČNIK GAŠPER PEČNIK S.P., P.P. 181"
"FIZIOLILI, FIZIOTERAPIJA IN REHABILITACIJA LILI ŠILER S.P.","FIZIOLILI, FIZIOTERAPIJA IN REHABILITACIJA LILI ŠILER S.P.",,"Hruševec 55, 8351 Straža pri Novem mestu",", FIZIOLILI, FIZIOTERAPIJA IN REHABILITACIJA LILI ŠILER S.P."
"STORITVE, SVETOVANJE - MISLETA TERNAR MIRA s.p.","STORITVE, SVETOVANJE - MISLETA TERNAR MIRA s.p.",,"Ledavska ulica 35 A, 9000 Murska Sobota",", STORITVE, SVETOVANJE - MISLETA TERNAR MIRA s.p."
"TEŽKA GRADBENA MEHANIZACIJA, ROMAN KOSIRNIK S.P.","TEŽKA GRADBENA MEHANIZACIJA, ROMAN KOSIRNIK S.P.",,"Moste 1 B, 1218 Komenda",", TEŽKA GRADBENA MEHANIZACIJA, ROMAN KOSIRNIK S.P."
VETERINARSTVO EVA LESJAK S.P.,VETERINARSTVO EVA LESJAK S.P.,,"Gabrska Gora 4, 1274 Gabrovka",", VETERINARSTVO EVA LESJAK S.P."
"KRTEK IZKOPI, LOVRO MARKIČ S.P.","KRTEK IZKOPI, LOVRO MARKIČ S.P.",,"Cankarjeva ulica 4, 4240 Radovljica",", KRTEK IZKOPI, LOVRO MARKIČ S.P."
SONČEK ZELIŠČNO ZDRAVILSTVO MARTIN LOZAR MAG. FARM. S.P.,SONČEK ZELIŠČNO ZDRAVILSTVO MARTIN LOZAR MAG. FARM. S.P.,,"Gregorčičeva ulica 16, 5270 Ajdovščina",", SONČEK ZELIŠČNO ZDRAVILSTVO MARTIN LOZAR MAG. FARM. S.P."
"Zasebna ambulanta splošne medicine Špiro Stanivuk, s.p.","Zasebna ambulanta splošne medicine Špiro Stanivuk, s.p.",,"Mariborska cesta 37, 2360 Radlje ob Dravi",", Zasebna ambulanta splošne medicine Špiro Stanivuk, s.p."
VETERINARSKA AMBULANTA VINKO PRISTOV S.P.,VETERINARSKA AMBULANTA VINKO PRISTOV S.P.,,"Hraše 20 A, 4248 Lesce",", VETERINARSKA AMBULANTA VINKO PRISTOV S.P."
AVTOBUSNI PREVOZI ANITA LIPIČNIK S.P.,AVTOBUSNI PREVOZI ANITA LIPIČNIK S.P.,,"Bukovlje 9, 3206 Stranice",", AVTOBUSNI PREVOZI ANITA LIPIČNIK S.P."
Fakulteta za medije,Fakulteta za medije,,"Leskoškova cesta 9 E, 1000 Ljubljana",", Fakulteta za medije"
HumanikDent dentalna medicina d.o.o.,HumanikDent dentalna medicina d.o.o.,,"Smrečnikovo 20, 2392 Mežica",", HumanikDent dentalna medicina d.o.o."
"PRIMARNA PRAKSA, splošna medicina, d.o.o.","PRIMARNA PRAKSA, splošna medicina, d.o.o.",,"Videm 37 A, 1312 Videm - Dobrepolje",", PRIMARNA PRAKSA, splošna medicina, d.o.o."
ZDRAVSTVENI ZAVOD KOPILOVIĆ PIRAN,ZDRAVSTVENI ZAVOD KOPILOVIĆ PIRAN,,"Fornače 35, 6330 Piran - Pirano",", ZDRAVSTVENI ZAVOD KOPILOVIĆ PIRAN"
"ZAVOD PLESNIČAR, zavod za zobozdravstvene in ortodontske storitve, Koper","ZAVOD PLESNIČAR, zavod za zobozdravstvene in ortodontske storitve, Koper",,"Dellavallejeva ulica 3, 6000 Koper - Capodistria",", ZAVOD PLESNIČAR, zavod za zobozdravstvene in ortodontske storitve, Koper"
"MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o.","MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o.",,"Cesta na Žavcerja 15, 2354 Bresternica",", MERIDIUS TOP, zdravstvene in zobozdravstvene storitve, d.o.o."
"AMBULANTA VITA, družinska medicina, d.o.o.","AMBULANTA VITA, družinska medicina, d.o.o.",,"Blejska cesta 10, 4290 Tržič",", AMBULANTA VITA, družinska medicina, d.o.o."
KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o.,KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o.,,"Vipavska cesta 4 A, 5270 Ajdovščina",", KAURI-S Zobozdravstvene in zdravstvene storitve d.o.o."
"CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o.","CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o.",,"Podjavorškova ulica 1, 3000 Celje",", CELJSKI DIMNIKARJI, družba za opravljanje dimnikarskih storitev, d.o.o."
VAŠI ZOBJE DENTALNI STUDIO D.O.O.,VAŠI ZOBJE DENTALNI STUDIO D.O.O.,,"Trg 4. julija 9, 2370 Dravograd",", VAŠI ZOBJE DENTALNI STUDIO D.O.O."
"VETERINARSKI CENTER KROPEC, d.o.o.","VETERINARSKI CENTER KROPEC, d.o.o.",,"Zgornje Negonje 36 D, 3250 Rogaška Slatina",", VETERINARSKI CENTER KROPEC, d.o.o."
"STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o.","STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o.",,"Lavričeva ulica 1, 2000 Maribor",", STUDIO ORALNEGA ZDRAVJA, družba za storitve in svetovanje, d.o.o."
"TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o.","TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o.",,"Cesta v Rošpoh 24 A, 2351 Kamnica",", TOP-DENTAL, družba za zobozdravstvene storitve in svetovanje, d.o.o."
"PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o.","PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o.",,"Lackova cesta 269, 2341 Limbuš",", PRELOG-DENTAL, družba za storitve in svetovanje, d.o.o."
"SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o.","SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o.",,"Ulica heroja Nandeta 31, 2000 Maribor",", SLODENT, družba za zobozdravstvo, storitve in svetovanje, d.o.o."
"PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o.","PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o.",,"Kalohova ulica 18, 2000 Maribor",", PEDIATRIJA, družba za preventivo in zdravljenje otrok, d.o.o."
